Wavl[A],Elm,Ion,Elow[eV],UnBrCalDep
5527.6,Ti,1,2.427,0.024
5527.96,Fe,1,5.07,0.043
5528.4,Mg,1,4.3458,0.813
5528.9,Fe,1,4.4732,0.252
5529.16,Fe,1,3.642,0.231
5529.93,Fe,2,6.729,0.039
5529.98,Ti,2,1.582,0.077
5530.44,Ti,1,3.351,0.04
5530.77,Co,1,1.7105,0.19
5531.66,Fe,1,4.209,0.031
5531.96,Fe,1,4.913,0.191
5532.12,Fe,1,2.845,0.031
5532.27,Fe,1,5.07,0.055
5532.74,Fe,1,3.5732,0.51
5532.87,Fe,1,4.446,0.338
5533.03,Mo,1,1.335,0.068
5533.17,Ca,1,4.769,0.046
5533.18,Mn,1,4.345,0.031
5533.82,Nd,2,0.559,0.036
5534.52,Fe,1,4.435,0.032
5534.66,Fe,1,3.64,0.123
5534.85,Fe,2,3.245,0.618
5535.42,Fe,1,4.186,0.669
5535.48,Ba,1,0,0.124
5535.59,Fe,1,5.012,0.022
5536.58,Fe,1,2.831,0.137
5537.1,Ni,1,3.847,0.074
5537.76,Mn,1,2.187,0.333
5538.06,Fe,1,4.988,0.036
5538.52,Fe,1,4.2176,0.524
5539.28,Fe,1,3.642,0.262
5539.81,Fe,1,4.294,0.104
5541.59,Fe,1,3.301,0.029
5543.05,Fe,1,3.695,0.027
5543.15,Fe,1,3.695,0.656
5543.19,Fe,1,4.913,0.035
5543.94,Fe,1,4.217,0.63
5543.95,Fe,2,5.571,0.021
5544.61,Y,2,1.738,0.107
5545.27,Fe,2,2.583,0.032
5545.93,Co,1,4.113,0.053
5546.01,Y,2,1.748,0.102
5546.5,Fe,1,4.371,0.539
5546.97,Co,1,4.232,0.03
5546.99,Fe,1,4.2176,0.348
5547.06,V,1,1.081,0.071
5548.45,Nd,2,0.55,0.031
5548.9,C,1,8.647,0.035
5549.55,Fe,1,4.387,0.491
5549.65,Fe,1,4.991,0.142
5549.95,Fe,1,3.694,0.167
5551.02,C,1,8.647,0.046
5551.58,C,1,8.643,0.027
5551.78,Fe,1,4.103,0.061
5551.98,Mn,1,5.491,0.162
5552.22,Sc,2,1.455,0.095
5552.69,Fe,1,4.955,0.089
5553.55,Cr,1,4.613,0.04
5553.58,Fe,1,4.4347,0.537
5553.69,Ni,1,1.935,0.335
5554.88,Fe,1,4.5485,0.71
5554.91,Cr,1,4.44,0.046
5555.01,Fe,1,5.033,0.022
5555.12,Fe,1,4.143,0.273
5557.06,Al,1,3.143,0.102
5557.68,Mn,1,4.354,0.021
5557.9,Fe,1,3.111,0.083
5557.9,Fe,1,4.473,0.363
5557.95,Al,1,3.143,0.099
5557.98,Fe,1,4.473,0.411
5558.76,V,1,1.711,0.031
5558.82,Co,1,3.53,0.031
5559.64,Fe,1,4.988,0.112
5559.86,Ca,1,4.78,0.024
5559.89,Fe,1,4.638,0.276
5560.21,Fe,1,4.4347,0.606
5561.24,Fe,1,4.607,0.487
5561.87,Fe,1,4.446,0.068
5562.12,Fe,1,4.387,0.709
5562.71,Fe,1,4.4347,0.654
5562.71,Ti,1,0.9,0.028
5563.6,Fe,1,4.191,0.662
5563.68,Fe,1,4.143,0.056
5563.69,Fe,1,2.424,0.479
5565.47,Ti,1,2.236,0.116
5565.7,Fe,1,4.6076,0.719
5566.72,Fe,1,5.01,0.023
5566.8,Fe,1,3.252,0.032
5567.27,Fe,1,4.415,0.379
5567.39,Fe,1,2.6085,0.673
5567.75,Mn,1,5.52,0.128
5567.84,Fe,2,6.73,0.034
5568.07,Fe,1,4.154,0.082
5568.68,Fe,1,4.143,0.026
5568.81,Fe,1,3.635,0.158
5568.86,Fe,1,3.635,0.217
5569.62,Fe,1,3.417,0.824
5570.05,Fe,1,2.845,0.052
5570.44,Mo,1,1.335,0.038
5572.4,Fe,1,4.991,0.034
5572.5,Co,1,2.28,0.102
5572.84,Fe,1,3.3966,0.844
5573.01,Mn,1,5.556,0.081
5573.1,Fe,1,4.1909,0.586
5573.68,Mn,1,5.542,0.1
5574.39,Fe,1,4.415,0.026
5576.09,Fe,1,3.4302,0.795
5577.03,Fe,1,5.033,0.173
5577.34,O,1,1.967,0.024
5578.57,Ti,1,1.502,0.047
5578.71,Ni,1,1.6764,0.673
5579.34,Fe,1,4.231,0.148
5581.87,Y,1,1.374,0.039
5581.9,Fe,1,2.692,0.101
5581.97,Ca,1,2.523,0.725
5583.9,Si,1,5.619,0.024
5583.97,Fe,1,4.191,0.081
5584.02,Fe,1,4.371,0.039
5584.27,Fe,1,4.387,0.621
5584.3,V,1,2.359,0.024
5584.49,V,1,1.064,0.087
5584.76,Fe,1,3.573,0.449
5585.18,V,1,2.359,0.03
5585.72,Fe,1,4.371,0.099
5585.73,Fe,1,5.033,0.227
5586.27,Fe,1,4.638,0.437
5586.76,Fe,1,3.3683,0.859
5586.77,Fe,1,4.26,0.038
5587.11,Fe,2,6.729,0.027
5587.34,Fe,1,3.267,0.021
5587.57,Fe,1,4.143,0.407
5587.85,Ni,1,1.935,0.714
5588.75,Ca,1,2.526,0.807
5589.35,Fe,1,5.067,0.021
5589.36,Ni,1,3.8983,0.397
5590.11,Ca,1,2.521,0.723
5590.15,Fe,1,4.103,0.078
5590.72,Co,1,2.042,0.224
5591.37,Fe,2,3.267,0.072
5592.14,Ni,1,4.236,0.529
5592.23,Fe,1,3.635,0.268
5592.26,Ni,1,1.951,0.622
5592.41,V,1,1.051,0.102
5592.65,Fe,1,4.294,0.089
5593.73,Ni,1,3.8983,0.526
5594.42,Nd,2,1.121,0.108
5594.46,Ca,1,2.523,0.786
5594.65,Fe,1,4.5485,0.641
5595.06,Fe,1,5.064,0.106
5595.11,Ti,1,1.502,0.145
5597.06,Fe,1,4.991,0.054
5597.94,Si,1,4.92,0.316
5598.29,Fe,1,4.652,0.678
5598.43,Fe,1,3.635,0.111
5598.47,Fe,1,2.424,0.037
5598.48,Ca,1,2.521,0.77
5599.5,Fe,1,4.186,0.08
5600.01,Ni,1,4.089,0.547
5600.1,Fe,1,5.067,0.354
5600.22,Fe,1,4.26,0.537
5600.79,Ti,1,3.113,0.029
5601.28,Ca,1,2.526,0.726
5601.43,Fe,1,5.067,0.167
5602.04,Mn,1,5.491,0.026
5602.54,Fe,1,4.956,0.094
5602.66,Nd,2,1.091,0.022
5602.77,Fe,1,4.154,0.639
5602.81,Fe,1,5.067,0.118
5602.84,Ca,1,2.523,0.722
5602.88,Si,1,4.954,0.139
5602.94,Fe,1,3.43,0.776
5603.74,Fe,1,3.64,0.193
5604.93,V,1,1.043,0.078
5604.94,Ca,1,4.763,0.074
5607,Ni,1,3.898,0.073
5607.14,Fe,2,2.583,0.047
5607.66,Fe,1,4.1543,0.247
5608.97,Fe,1,4.209,0.146
5609.96,Fe,1,3.64,0.09
5610.25,Ce,2,1.048,0.028
5611.36,Fe,1,3.635,0.192
5611.67,Fe,1,5.07,0.33
5613.69,Ce,2,1.42,0.021
5614.28,Fe,1,5.086,0.18
5614.77,Ni,1,4.154,0.556
5615.16,Fe,1,4.371,0.029
5615.3,Fe,1,2.5881,0.728
5615.62,Fe,1,4.191,0.055
5615.64,Fe,1,3.3321,0.869
5617.14,Fe,1,4.22,0.33
5617.19,Fe,1,3.252,0.33
5618.35,Ti,1,1.502,0.429
5618.63,Fe,1,4.2089,0.594
5619.22,Fe,1,3.694,0.085
5619.59,Fe,1,4.386,0.363
5620.03,Fe,1,4.143,0.124
5620.42,Fe,1,5.07,0.273
5620.49,Fe,1,4.154,0.428
5620.59,Nd,2,1.545,0.034
5620.83,Ca,1,5.049,0.027
5621.6,Fe,1,5.106,0.096
5621.61,Si,1,5.082,0.046
5622.09,Fe,1,4.415,0.078
5622.22,Si,1,4.93,0.184
5622.94,Fe,1,3.64,0.115
5624.02,Fe,1,4.386,0.462
5624.54,Fe,1,3.417,0.799
5624.6,V,1,1.064,0.217
5624.87,V,1,1.051,0.113
5625.31,Ni,1,4.089,0.54
5625.73,Nd,2,0.933,0.023
5626.02,V,1,1.043,0.084
5627.23,Fe,1,4.58,0.103
5627.5,Fe,2,3.387,0.125
5627.51,Fe,1,4.593,0.021
5627.63,V,1,1.081,0.368
5628.34,Ni,1,4.089,0.224
5628.64,Cr,1,3.422,0.237
5630.13,Y,1,1.356,0.027
5631.73,Fe,1,4.473,0.119
5633.95,Fe,1,4.991,0.632
5635.3,Fe,1,4.076,0.029
5635.82,Fe,1,4.2563,0.494
5635.83,Ti,1,3.128,0.032
5636.12,Co,1,4.149,0.053
5636.24,Fe,1,4.218,0.089
5636.7,Fe,1,3.6398,0.324
5637.11,Fe,1,3.642,0.275
5637.12,Ni,1,4.089,0.465
5637.14,Co,1,4.146,0.032
5637.36,Ce,2,1.402,0.021
5638.26,Fe,1,4.2204,0.702
5638.34,Fe,1,4.584,0.024
5638.74,Ni,1,3.8983,0.155
5638.93,Fe,1,5.067,0.06
5639.55,Fe,1,0,0.026
5640.31,Fe,1,4.638,0.401
5640.49,Fe,1,4.559,0.276
5640.88,Fe,1,4.218,0.038
5641,Sc,2,1.5,0.442
5641.12,Ni,1,4.105,0.084
5641.44,Fe,1,4.2563,0.643
5641.49,Fe,1,3.642,0.119
5641.73,Cr,1,3.817,0.063
5641.88,Ni,1,4.105,0.366
5642.36,Cr,1,3.857,0.101
5642.6,Ni,1,3.898,0.064
5642.75,Fe,1,4.607,0.147
5643.07,Ni,1,4.165,0.248
5643.08,Co,1,3.53,0.035
5643.88,Fe,2,7.653,0.021
5643.93,Fe,1,4.076,0.267
5644.03,Fe,1,4.559,0.637
5644.13,Ti,1,2.2674,0.444
5644.36,Fe,1,4.154,0.048
5644.92,Si,1,5.614,0.026
5645.03,Si,1,5.614,0.094
5645.61,Si,1,4.93,0.581
5645.83,Fe,1,4.607,0.566
5646.11,V,1,1.051,0.092
5646.68,Fe,1,4.26,0.117
5647.23,Co,1,2.2801,0.214
5647.77,Fe,1,2.279,0.038
5647.89,Cr,1,3.817,0.069
5648.26,Cr,1,3.826,0.078
5648.57,Ti,1,2.495,0.236
5649.47,Cr,1,3.839,0.054
5649.63,Fe,1,3.634,0.158
5649.69,Ni,1,4.167,0.333
5649.99,Fe,1,5.099,0.4
5650.48,Si,1,5.616,0.085
5650.6,Si,1,5.616,0.037
5650.71,Fe,1,5.085,0.466
5651.47,Fe,1,4.4732,0.278
5652.01,Fe,1,4.218,0.047
5652.32,Fe,1,4.26,0.395
5653.87,Fe,1,4.386,0.389
5654.92,Si,1,5.6135,0.225
5655.18,Fe,1,5.0638,0.568
5655.49,Fe,1,5.033,0.661
5655.49,Fe,1,4.26,0.392
5657.43,V,1,1.064,0.121
5657.9,Sc,2,1.507,0.63
5657.93,Fe,2,3.425,0.134
5658.36,Sc,2,1.497,0.408
5658.53,Fe,1,3.43,0.646
5658.66,Fe,1,4.2833,0.573
5658.82,Fe,1,3.3966,0.795
5659.12,Co,1,2.042,0.06
5659.51,Si,1,5.619,0.027
5659.69,Fe,1,4.143,0.308
5659.89,Ca,2,7.05,0.026
5659.94,C,1,8.537,0.027
5660.5,Si,1,5.616,0.149
5660.68,Si,1,5.616,0.179
5660.8,Fe,1,3.6398,0.242
5661.01,Fe,1,4.58,0.077
5661.35,Fe,1,4.2844,0.318
5661.97,Fe,1,4.26,0.078
5662.15,Ti,1,2.318,0.439
5662.52,Fe,1,4.1777,0.736
5662.88,Ti,1,2.48,0.152
5662.93,Y,2,1.944,0.506
5662.94,Fe,1,3.6946,0.463
5663.97,Ni,1,4.538,0.402
5664.03,Cr,1,3.435,0.15
5664.58,Cr,1,3.826,0.115
5665.56,Si,1,4.92,0.521
5665.64,Fe,1,3.642,0.173
5666.68,Si,1,5.616,0.255
5667.15,Sc,2,1.5,0.358
5667.46,Fe,1,5.064,0.087
5667.52,Fe,1,4.1777,0.563
5667.66,Fe,1,2.608,0.556
5667.81,Cr,1,4.186,0.033
5668.07,Fe,1,4.559,0.021
5668.36,V,1,1.081,0.115
5668.86,Nd,2,1.412,0.045
5668.92,Ce,2,1.008,0.03
5669.04,Sc,2,1.5,0.41
5669.65,Fe,1,4.231,0.069
5669.74,Si,1,5.6192,0.154
5669.93,Ni,1,4.266,0.264
5670.85,V,1,1.0806,0.246
5671.82,Sc,1,1.448,0.083
5671.83,Fe,1,4.435,0.355
5673.38,Fe,1,3.695,0.029
5673.42,Ti,1,3.148,0.054
5675.41,Ti,1,2.305,0.359
5675.42,Si,1,5.6192,0.429
5675.76,Si,1,5.619,0.117
5677.68,Fe,1,4.103,0.108
5678.03,Fe,1,4.985,0.022
5678.38,Fe,1,3.883,0.085
5678.6,Fe,1,2.424,0.054
5679.02,Fe,1,4.652,0.563
5679.12,Fe,1,5.033,0.071
5679.92,Ti,1,2.472,0.138
5680.24,Fe,1,4.1863,0.168
5682.2,Ni,1,4.1054,0.572
5682.49,Fe,1,4.913,0.368
5682.58,Cr,1,3.839,0.159
5682.63,Na,1,2.1023,0.676
5684.2,Sc,2,1.507,0.463
5684.48,Si,1,4.954,0.514
5684.48,Fe,1,5.07,0.029
5686.12,Fe,1,3.635,0.164
5686.52,Fe,1,4.5485,0.672
5686.85,Sc,1,1.44,0.204
5688.19,Na,1,2.104,0.471
5688.2,Na,1,2.104,0.685
5688.52,Nd,2,0.986,0.105
5688.56,Co,1,2.08,0.032
5689.46,Ti,1,2.297,0.273
5690.4,Fe,1,4.191,0.025
5690.43,Si,1,4.93,0.51
5690.43,Fe,1,3.635,0.062
5691.49,Ni,1,4.105,0.056
5691.5,Fe,1,4.3013,0.53
5693.11,C,1,8.537,0.032
5693.32,Fe,1,4.988,0.035
5693.62,Fe,1,4.956,0.022
5694.74,Cr,1,3.857,0.26
5694.98,Ni,1,4.0893,0.532
5696.09,Fe,1,4.548,0.282
5696.37,Fe,1,0,0.027
5696.97,S,1,7.866,0.043
5698.02,Fe,1,3.64,0.248
5698.36,Fe,1,4.294,0.208
5698.52,V,1,1.0637,0.419
5699.41,Fe,1,4.956,0.075
5700.16,Sc,1,1.433,0.163
5700.24,Cu,1,1.642,0.227
5700.51,Cr,1,3.551,0.051
5700.58,S,1,7.868,0.067
5701.1,Si,1,4.93,0.562
5701.42,Fe,1,3.211,0.058
5701.51,Fe,1,4.913,0.164
5701.55,Fe,1,2.5592,0.736
5702.24,Nd,2,0.745,0.054
5702.31,Cr,1,3.449,0.272
5702.35,Fe,1,3.64,0.178
5702.66,Ti,1,2.292,0.186
5702.91,Fe,1,4.913,0.023
5703.23,Ca,1,4.763,0.074
5703.48,Ni,1,5.494,0.089
5703.57,V,1,1.051,0.459
5703.69,Ni,1,3.941,0.05
5703.9,Ti,1,3.154,0.023
5704.73,Fe,1,5.033,0.217
5705.46,Fe,1,4.301,0.536
5705.98,Fe,1,4.607,0.652
5706.1,Fe,1,4.283,0.037
5706.2,Nd,2,0.933,0.041
5706.42,S,1,7.87,0.08
5706.98,V,1,1.043,0.34
5707.05,Fe,1,3.642,0.362
5707.25,Fe,1,3.642,0.063
5708.09,Fe,1,4.434,0.457
5708.2,Ti,1,2.318,0.114
5708.27,Nd,2,0.859,0.082
5708.4,Si,1,4.954,0.661
5708.64,Sc,1,1.448,0.024
5708.89,Ni,1,3.898,0.084
5709.38,Fe,1,3.3683,0.771
5709.54,Ni,1,1.6764,0.734
5709.93,Fe,1,4.256,0.159
5710.36,Ni,1,5.497,0.058
5711.09,Mg,1,4.346,0.66
5711.78,Sc,1,1.428,0.127
5711.85,Fe,1,4.283,0.505
5711.85,Ti,1,2.305,0.148
5711.88,Ni,1,1.935,0.684
5712.13,Fe,1,3.417,0.615
5712.39,La,2,0.173,0.024
5712.77,Cr,1,3.011,0.192
5712.88,Fe,1,4.913,0.084
5713.88,Ti,1,2.289,0.067
5714.55,Fe,1,5.086,0.115
5714.87,Fe,1,3.241,0.029
5715.07,Ni,1,4.088,0.607
5715.09,Fe,1,4.283,0.197
5715.1,Fe,1,4.191,0.098
5715.12,Ti,1,2.256,0.22
5715.47,Fe,1,4.154,0.055
5715.82,Ca,1,2.709,0.021
5716.44,Ti,1,2.297,0.143
5717.31,Sc,1,1.44,0.03
5717.52,Ca,1,4.763,0.057
5717.84,Fe,1,4.2844,0.631
5717.88,Ca,1,4.43,0.038
5718.12,Nd,2,1.41,0.037
5718.23,Mn,1,5.696,0.029
5718.65,Ca,1,4.769,0.042
5718.97,Fe,1,4.956,0.165
5719.82,Cr,1,3.013,0.093
5720.17,Mn,1,5.673,0.043
5720.44,Ti,1,2.292,0.1
5720.88,Fe,1,4.548,0.229
5721.02,Si,1,5.863,0.502
5721.7,Fe,1,4.283,0.046
5721.71,Fe,1,4.154,0.061
5722.36,Co,1,1.883,0.057
5724.11,Sc,1,1.433,0.022
5724.45,Fe,1,4.284,0.081
5724.54,Fe,1,5.086,0.025
5725.64,V,1,2.365,0.074
5725.96,Fe,2,3.425,0.027
5726.83,Nd,2,1.044,0.029
5727.05,V,1,1.081,0.434
5727.65,V,1,1.051,0.117
5728.89,Y,2,1.839,0.081
5729.21,Cr,1,3.845,0.066
5730.85,Fe,1,4.913,0.248
5731.24,V,1,1.064,0.207
5731.43,Si,1,5.614,0.08
5731.76,Fe,1,4.256,0.564
5732.27,Fe,1,4.991,0.213
5732.72,Fe,2,3.387,0.05
5732.86,Fe,1,4.103,0.066
5733.02,Ca,1,4.769,0.044
5734.56,Fe,1,4.956,0.189
5735.71,Fe,1,4.913,0.032
5735.91,Ca,1,4.441,0.076
5736.63,Cr,1,3.556,0.052
5737.06,V,1,1.064,0.146
5738.23,Fe,1,4.22,0.169
5738.26,Mn,1,4.233,0.204
5738.53,Cr,1,3.551,0.048
5739.47,Ti,1,2.249,0.128
5739.78,Fe,1,4.191,0.032
5739.98,Ti,1,2.236,0.074
5739.99,Fe,1,4.58,0.149
5740.45,Si,1,5.863,0.234
5740.86,Nd,2,1.16,0.047
5741.2,Ti,1,2.506,0.023
5741.85,Fe,1,4.256,0.344
5742.09,Nd,2,1.091,0.027
5742.96,Fe,1,4.178,0.128
5743.19,Nd,2,1.282,0.022
5743.21,Fe,1,3.635,0.037
5743.45,V,1,1.081,0.079
5743.93,Fe,1,5.067,0.268
5744.33,Fe,1,4.991,0.252
5744.78,Nd,2,0.986,0.021
5746.32,Cr,1,3.556,0.021
5746.41,Cr,1,3.849,0.104
5747.17,Ca,1,4.78,0.075
5747.46,Fe,1,4.559,0.021
5747.67,Si,1,5.614,0.325
5747.84,Fe,1,4.435,0.062
5747.88,Fe,2,5.571,0.027
5747.95,Fe,1,4.6076,0.418
5748.35,Ni,1,1.676,0.446
5748.9,V,1,1.893,0.032
5749.3,Ni,1,3.941,0.093
5749.42,Fe,1,3.64,0.032
5749.64,Fe,1,4.434,0.032
5750.03,Fe,1,5.01,0.041
5752.03,Fe,1,4.5485,0.592
5752.41,Ca,1,4.443,0.021
5753.12,Fe,1,4.2605,0.703
5753.26,Co,1,1.956,0.053
5753.44,Si,1,5.616,0.083
5753.52,Nd,2,0.205,0.025
5753.62,Si,1,5.616,0.387
5754.07,Si,1,5.616,0.286
5754.22,Si,1,4.954,0.471
5754.4,Fe,1,3.642,0.21
5754.66,Ni,1,1.935,0.67
5755.14,Fe,1,5.064,0.028
5755.35,Fe,1,3.64,0.053
5756.85,Ti,1,3.179,0.027
5759.26,Fe,1,4.652,0.122
5759.51,Fe,1,4.559,0.143
5759.54,Fe,1,4.301,0.213
5760.34,Fe,1,3.642,0.38
5760.7,Fe,1,4.154,0.033
5760.83,Ni,1,4.1054,0.462
5761.08,Fe,1,4.218,0.027
5761.26,Fe,1,3.635,0.068
5761.42,V,1,1.064,0.106
5761.51,Si,1,5.863,0.225
5762.23,Fe,1,5.01,0.067
5762.29,Ti,1,3.285,0.152
5762.41,Fe,1,3.642,0.437
5762.61,Fe,1,4.58,0.048
5762.84,Fe,1,4.301,0.081
5762.97,Fe,1,4.191,0.028
5762.98,Si,1,5.619,0.347
5762.99,Fe,1,4.2089,0.742
5763.43,Si,1,5.619,0.029
5766.26,Fe,1,4.956,0.024
5766.36,Ti,1,3.294,0.186
5769.06,La,2,1.252,0.042
5769.32,Fe,1,4.608,0.12
5769.56,Fe,1,4.301,0.031
5769.67,Fe,1,4.103,0.048
5770.16,Fe,1,4.584,0.028
5770.43,Co,1,4.395,0.028
5771.61,Fe,1,4.956,0.032
5772.15,Si,1,5.082,0.572
5772.41,V,1,1.931,0.056
5772.67,Cr,1,3.556,0.024
5773.45,Fe,1,3.573,0.034
5773.97,Fe,1,4.473,0.214
5774.03,Ti,1,3.305,0.214
5775.08,Fe,1,4.2204,0.635
5776.22,Fe,1,3.695,0.04
5776.69,V,1,1.081,0.042
5777.57,Ca,1,4.451,0.097
5777.75,Cr,1,3.847,0.033
5778.45,Fe,1,2.588,0.321
5779.69,Fe,1,4.988,0.066
5780.16,Mn,1,4.247,0.076
5780.38,Si,1,4.9201,0.297
5780.6,Fe,1,3.241,0.513
5780.76,Ti,1,2.25,0.047
5780.8,Fe,1,3.266,0.275
5780.9,Cr,1,3.321,0.154
5781.17,Cr,1,3.011,0.033
5781.18,Cr,1,3.322,0.279
5781.69,Y,2,1.839,0.121
5781.83,Cr,1,3.323,0.335
5782.11,Fe,1,5.064,0.116
5782.13,Cu,1,1.6422,0.619
5783.06,Cr,1,3.323,0.4
5783.11,Cr,1,3.556,0.023
5783.85,Cr,1,3.322,0.486
5783.89,Fe,1,3.283,0.095
5784.37,V,1,2.767,0.027
5784.66,Fe,1,3.396,0.423
5784.97,Cr,1,3.321,0.454
5785.31,Mg,1,5.108,0.485
5785.56,Mg,1,5.108,0.204
5785.66,Fe,1,4.988,0.14
5785.67,Mg,1,5.108,0.114
5785.73,Cr,1,3.323,0.444
5785.92,Cr,1,0.983,0.053
5785.94,Cr,1,0.968,0.036
5785.98,Ti,1,3.319,0.255
5786.16,V,1,2.743,0.023
5786.53,Fe,1,5.064,0.09
5787.02,Cr,1,3.013,0.076
5787.26,Fe,1,3.252,0.03
5787.28,Si,1,5.619,0.221
5787.92,Cr,1,3.3223,0.543
5787.97,Fe,1,4.178,0.035
5788.38,Cr,1,3.013,0.069
5788.98,Si,1,5.863,0.352
5789.15,Si,1,5.614,0.184
5789.75,Ti,1,3.319,0.024
5790.41,Fe,1,5.086,0.054
5790.65,Cr,1,1.004,0.062
5790.96,Cr,1,3.321,0.649
5791.02,Fe,1,3.211,0.602
5791.19,Fe,1,5.02,0.063
5791.52,Fe,1,4.584,0.138
5791.76,Cr,1,3.85,0.093
5793.07,Si,1,4.93,0.223
5793.12,C,1,7.946,0.058
5793.68,Fe,1,4.593,0.111
5793.91,Fe,1,4.22,0.427
5794.32,Co,1,2.008,0.036
5795,Si,1,5.616,0.277
5795.84,Fe,1,4.956,0.071
5796.08,Ni,1,1.951,0.085
5796.43,Fe,1,4.607,0.063
5796.66,Fe,1,4.191,0.028
5797.57,La,2,0.244,0.081
5797.69,Si,1,5.614,0.047
5797.86,Si,1,4.954,0.027
5798.17,Fe,1,3.928,0.485
5798.17,Fe,1,4.608,0.039
5798.22,Ni,1,4.165,0.039
5798.51,Cr,1,1.03,0.048
5798.81,Ca,1,5.049,0.041
5798.92,V,1,3.079,0.023
5800.6,C,1,7.946,0.034
5801.19,Cr,1,3.85,0.063
5801.27,Fe,1,5.1,0.036
5801.75,K,1,1.617,0.025
5804,Nd,2,0.745,0.108
5804.03,Fe,1,3.881,0.313
5804.26,Ti,1,3.337,0.292
5804.46,Fe,1,4.283,0.252
5805.21,Ni,1,4.1672,0.486
5805.76,Fe,1,5.033,0.165
5805.77,La,2,0.126,0.073
5805.82,Fe,1,4.988,0.138
5806.27,Si,1,4.93,0.085
5806.63,Fe,1,4.913,0.075
5806.72,Fe,1,4.6076,0.577
5807.09,V,1,3.087,0.029
5807.78,Fe,1,3.292,0.12
5807.97,Fe,1,4.607,0.059
5808.2,Ti,1,3.337,0.028
5809.12,Ca,1,3.91,0.181
5809.12,Ca,1,3.91,0.116
5809.15,Ca,1,3.91,0.046
5809.16,Fe,1,3.695,0.094
5809.22,Fe,1,3.8836,0.528
5809.79,Ti,1,1.053,0.071
5810.77,Si,1,5.863,0.274
5811.57,Nd,2,0.859,0.043
5811.7,Fe,1,4.209,0.107
5811.91,Fe,1,4.1427,0.181
5813.08,Si,1,5.619,0.402
5813.68,Fe,2,5.571,0.045
5813.95,Ti,1,1.067,0.072
5814.01,Fe,1,5.086,0.046
5814.35,Fe,1,4.58,0.028
5814.81,Fe,1,4.283,0.28
5815.21,Fe,1,4.154,0.07
5815.22,Fe,1,4.593,0.122
5815.33,Pr,2,1.59,0.023
5815.63,Fe,1,4.956,0.205
5816.05,Fe,1,4.22,0.212
5816.06,Fe,1,4.294,0.026
5816.37,Fe,1,4.548,0.642
5816.84,Mn,1,4.258,0.066
5817.08,Fe,1,4.956,0.039
5817.49,V,1,3.099,0.04
5818.27,Fe,1,4.913,0.038
5819.93,V,2,2.522,0.083
5821.89,Fe,1,4.988,0.165
5823.16,Fe,2,5.569,0.027
5823.69,Ti,1,2.267,0.023
5825.86,Nd,2,1.081,0.043
5826.64,Fe,1,4.283,0.046
5827.45,Fe,1,4.956,0.273
5827.88,Fe,1,3.283,0.19
5830.07,Co,1,3.568,0.038
5830.68,V,1,3.113,0.051
5831.59,Ni,1,4.167,0.308
5831.74,Ni,1,4.236,0.068
5833.93,Fe,1,2.608,0.26
5834.03,Fe,1,4.913,0.451
5834.65,Fe,1,0.052,0.021
5835.1,Fe,1,4.256,0.148
5835.42,Fe,1,5.064,0.081
5835.49,Fe,2,5.911,0.025
5835.57,Fe,1,2.832,0.048
5836.76,Fe,1,5.067,0.061
5836.98,Si,1,5.616,0.044
5837.7,Fe,1,4.294,0.137
5838.14,Fe,1,5.01,0.104
5838.37,Fe,1,3.9433,0.276
5838.67,Cr,1,3.011,0.074
5839.25,Ca,1,3.91,0.044
5839.29,Ca,1,3.91,0.027
5842.37,Nd,2,1.282,0.034
5842.54,Cr,1,3.011,0.052
5843.05,Si,1,5.863,0.044
5844.6,Cr,1,3.013,0.078
5844.92,Fe,1,4.154,0.06
5845.27,Fe,1,5.033,0.101
5845.96,Fe,1,4.913,0.083
5846.11,Ti,1,1.046,0.081
5846.16,Fe,1,4.956,0.149
5846.35,V,1,3.131,0.064
5846.61,Si,1,5.619,0.222
5846.99,Ni,1,1.676,0.358
5847.09,Ti,1,3.285,0.03
5848.07,Fe,1,3.266,0.229
5848.13,Fe,1,4.608,0.411
5848.95,Mn,1,4.268,0.052
5849.03,Si,1,5.863,0.135
5849.68,Fe,1,3.694,0.114
5850.31,V,1,1.931,0.021
5851.2,Fe,1,4.956,0.068
5852.22,Fe,1,4.5485,0.493
5852.33,Ti,1,1.053,0.056
5853.15,Fe,1,1.485,0.137
5853.67,Ba,2,0.604,0.699
5853.68,Fe,1,4.191,0.108
5855.08,Fe,1,4.6076,0.304
5855.87,Ti,1,3.294,0.046
5856.08,Fe,1,4.294,0.469
5857.45,Ca,1,2.933,0.736
5857.75,Ni,1,4.167,0.492
5857.8,Fe,1,5.033,0.111
5858.66,Fe,1,4.559,0.06
5858.78,Fe,1,4.22,0.193
5859.2,Si,1,4.954,0.241
5859.23,Fe,1,4.301,0.034
5859.59,Fe,1,4.549,0.665
5861.11,Fe,1,4.283,0.118
5862.19,Si,1,5.863,0.237
5862.36,Fe,1,4.549,0.699
5864.24,Fe,1,4.301,0.101
5864.8,Fe,1,5.01,0.058
5865.24,Ti,1,1.053,0.08
5866.23,Fe,1,4.584,0.03
5866.37,Ti,1,3.305,0.062
5866.45,Ti,1,1.0665,0.58
5867.56,Ca,1,2.9325,0.308
5871.3,Fe,1,4.154,0.068
5872.71,Si,1,4.954,0.136
5872.73,Fe,1,3.241,0.108
5873.21,Fe,1,4.256,0.221
5873.76,Si,1,4.93,0.089
